car_model,price,year_model,kms,colour,fuel_type,location,url_car
Chevrolet Onix 1.0t Automática,63.000.000,2023,"30,400",N/A,Gasolina,Atlántico,https://articulo.tucarro.com.co/MCO-1401638063-chevrolet-onix-2023-10t-automatica-_JM#position=19&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix Ltz Mt 1400cc 5p 2ab Abs 2018,40.000.000,2018,"63,254",Blanco,Gasolina,Valle Del Cauca,https://articulo.tucarro.com.co/MCO-2257882826-chevrolet-onix-ltz-mt-1400cc-5p-2ab-abs-2018-_JM#position=20&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.4 Ltz 4 p,41.500.000,2018,"73,000",Blanco,Gasolina,Valle Del Cauca,https://articulo.tucarro.com.co/MCO-1401564717-chevrolet-onix-2018-ltz-automatico-_JM#position=21&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.0t Automática,61.000.000,2022,"19,159",Gris,Gasolina,Antioquia,https://articulo.tucarro.com.co/MCO-1400411783-chevrolet-onix-ltz-automatico-4x2-gasolina-_JM#position=22&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.4 Ltz 5 p,43.000.000,2019,"43,000",N/A,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-1399424585-chevrolet-onix-2019-14-ltz-5-p-_JM#position=23&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.0T Rs Mt,61.000.000,2022,"52,000",Negro,Gasolina,Santander,https://articulo.tucarro.com.co/MCO-2235048530-onix-rs-turbo-ac-10-5p-4x2-tm-2022-jry025-_JM#position=24&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.0T Rs Mt,61.000.000,2022,"14,000",Rojo,Gasolina,Santander,https://articulo.tucarro.com.co/MCO-1397473131-onix-rs-turbo-ac-10-5p-4x2-tm-2022-kuq073-_JM#position=25&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.0t Automática,70.000.000,2023,"2,000",Plateado,Gasolina,Santander,https://articulo.tucarro.com.co/MCO-2232980354-onix-nb-premier-turbo-at-2023-lgw472-_JM#position=26&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.4 Ltz Aut,45.900.000,2020,"24,000",N/A,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-2232195374-chevrolet-onix-2020-14-ltz-aut-_JM#position=27&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.0T Rs Mt,66.000.000,2023,"5,000",Rojo,Gasolina,Santander,https://articulo.tucarro.com.co/MCO-1393648207-onix-rs-turbo-ac-10-5p-4x2-tm-2023-leq246-_JM#position=28&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.4 Ltz 5 p,41.800.000,2019,"49,000",N/A,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-2211752240-chevrolet-onix-2019-14-ltz-5-p-_JM#position=29&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix Premier 1. Turbo A/t,69.990.000,2023,"12,000",Negro,Gasolina,Atlántico,https://articulo.tucarro.com.co/MCO-1392233691-chevrolet-onix-premier-1-turbo-at-_JM#position=30&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.0T Rs Mt,66.000.000,2023,"18,000",Plateado,Gasolina,Santander,https://articulo.tucarro.com.co/MCO-1391897935-onix-rs-turbo-ac-10-5p-4x2-tm-2023-lro312-_JM#position=31&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.4 Ltz Aut,44.499.999,2020,"41,000",Blanco,Gasolina,Bogotá D.C.,https://articulo.tucarro.com.co/MCO-1387938873-chevrolet-onix-ltz-2020-_JM#position=32&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
Chevrolet Onix 1.0T Rs Mt,62.000.000,2022,"51,000",Blanco,Gasolina,Santander,https://articulo.tucarro.com.co/MCO-1387474697-onix-rs-turbo-ac-10-5p-4x2-tm-2022-kvo322-_JM#position=33&search_layout=grid&type=item&tracking_id=9cdbdfa8-cdc0-47b6-922b-c43b669a87fc
